Symbol,Date,RMSE,Best_Fit,Upper_Fit,Current,ATH,ATH_Potential
BNB-USD,2021-12-20,39.51867145078353,105.50900188895689,618.0391582764913,511.1168518066406,675.68408203125,0.32197574711715116
BNT-USD,2021-12-20,0.39126325634021186,131.63144701406878,1928.1073633482677,3.1367154121398926,23.731000900268555,6.565557528242281
BSV-USD,2021-12-20,9.162304497757663,-158.15650874124287,1241.8717191698436,121.97950744628906,441.39434814453125,2.61859428182139
BTC-USD,2021-12-20,8955.533349400934,97.35557407422561,109.0313822126526,45887.625,67566.828125,0.47244116741714137
BTC2-USD,2021-12-20,0.17164547147420867,-53.06632940698526,31.13196596829575,0.5475675463676453,4.973008155822754,8.08199945159606
BTG-USD,2021-12-20,9.277129771061341,-117.8107507750178,143.20184627920273,39.89213562011719,500.1260070800781,11.53695745554093
BTM-USD,2021-12-20,0.015215488324882759,40.992757734167704,1701.2697523088666,0.036124665290117264,1.165910005569458,31.274624448587474
BTS-USD,2021-12-20,0.022470356703312586,134.12198248450352,470.05066167975855,0.03164723515510559,0.8918920159339905,27.182304443429498
BTT1-USD,2021-12-20,0.0003251167501435657,58.48214206858289,112.48947373971694,0.002747999969869852,0.01067699957638979,2.885371067487844
C98-USD,2021-12-20,0.7196370422846775,-965.4749498863392,14585.03359451832,1.8979816436767578,5.264404773712158,1.7736858210672612
CAKE-USD,2021-12-20,3.232783995195811,-300.7219715914463,2917.4868914416597,11.922834396362305,42.58777618408203,2.5719506594066006
CCXX-USD,2021-12-20,25.299417303264658,-414.22019679530456,-174.536060333347,44.61320114135742,179.00477600097656,3.012372379058789
CEL-USD,2021-12-20,0.25471260375149196,148.82742795778537,835.9735918516742,3.79862904548645,8.013615608215332,1.1096073115476095
CELO-USD,2021-12-20,1.2673804423396473,96.66031351282176,130.67455072396817,3.888634204864502,7.638002872467041,0.9641865164155199
CELR-USD,2021-12-20,0.017352476830340163,-287.7246946503004,1194.893971562377,0.06682997196912766,0.1781180053949356,1.6652413602270828
CET-USD,2021-12-20,0.005731386957363442,19.381162065132784,385.7124373318558,0.07737519592046738,0.13788199424743652,0.7819921824710212
CHI-USD,2021-12-20,0.0702403982498504,240.1593970968039,416.74895172557217,0.4857846796512604,0.6983109712600708,0.43749072482355933
CHZ-USD,2021-12-20,0.09042836796847213,219.81944348301687,228.6693108379882,0.24868720769882202,0.7739160060882568,2.11200569281201
CKB-USD,2021-12-20,0.003650425602896408,-714.5924144610273,2182.2084238950993,0.0192775409668684,0.04175800085067749,1.166147690851516
CLV-USD,2021-12-20,0.2964583821708189,-89.85692963571243,-53.19005702918462,0.7223628163337708,1.896386981010437,1.625255533826098
CMT1-USD,2021-12-20,0.00602737442205553,-910.1332301162121,30249.284146183236,0.005583018064498901,0.5626749992370605,99.78330263965623
COLX-USD,2021-12-20,0.0006184370221078048,1033.2973492671808,3191.789927018585,5.485478322952986e-05,0.018876999616622925,343.12677446259437
COMP-USD,2021-12-20,1.1375087210284733,1176396066.7733436,8855015161.225424,1.3082670591302303e-07,148.66978454589844,1136387126.600216
COTI-USD,2021-12-20,0.03212024609270955,-216.14846862582536,1032.1310205511331,0.2880933880805969,0.6499980092048645,1.256205925222488
CRO-USD,2021-12-20,0.1811330487409659,-21.755607543212097,879.5336444197568,0.4832063913345337,0.900518000125885,0.863630151163373
CRU-USD,2021-12-20,2.4502136607281346,-1066.389475958295,9137.488873543403,9.438286781311035,154.72361755371094,15.393188842288907
CRV-USD,2021-12-20,0.8210362690058571,214.2527319203671,548.0466414440635,3.89143967628479,11.611473083496094,1.9838502069706303
CTC1-USD,2021-12-20,0.37686279119196797,-7071.728488104279,-2287.727980070465,0.0027000000700354576,0.644336998462677,237.64332657377128
CTSI-USD,2021-12-20,0.17345799127868056,101.00695927203462,141.7300835424964,0.6161711812019348,1.7204079627990723,1.7920941700700075
CTXC-USD,2021-12-20,0.18853914249939635,279.1140138200599,1403.3005763978724,0.42394983768463135,2.340859889984131,4.521549206784823
CUDOS-USD,2021-12-20,0.00864986740130184,200.65131253790423,385.5848002709079,0.03015805408358574,0.10599599778652191,2.5146829265822173
CUT-USD,2021-12-20,0.014535680588791726,15.651335708890212,744.0900087505304,0.20511925220489502,0.41632500290870667,1.0296729752740945
CVC-USD,2021-12-20,0.12930720049298694,178.89412683668593,225.05248332125066,0.3122112452983856,1.347890019416809,3.3172372543103235
DAG-USD,2021-12-20,0.03620131838726284,-12.181332939701973,790.5925897311666,0.14317095279693604,0.4501369893550873,2.144052481047123
DAI1-USD,2021-12-20,0.003894734473491901,-0.6347370715050205,0.6633761865881604,0.9984210133552551,1.0929510593414307,0.09467954372124199
DASH-USD,2021-12-20,100.56226504183044,135.88456374991887,322.3193633487177,124.53485107421875,1550.8499755859375,11.45314032343991
DCN-USD,2021-12-20,6.678541871217874e-05,9813.257770799544,73837.1325257552,2.365208274568431e-05,0.00583899999037385,245.87043644979917
DCR-USD,2021-12-20,19.960337036530845,42.15776683697416,99.5641909165716,69.28300476074219,246.90469360351562,2.563712261847788
DERO-USD,2021-12-20,6.802914498093321,309.5841313845069,325.54101351793815,9.973549842834473,25.585580825805664,1.565343456340944
DFI-USD,2021-12-20,0.7446239271322469,85.09680766901585,119.3188202458222,3.4320943355560303,5.476743221282959,0.5957437895994422
DGB-USD,2021-12-20,0.008156667104962914,57.3440911306742,109.62683041655863,0.03243177756667137,0.1571349948644638,3.8450935056345514
DGD-USD,2021-12-20,59.96371469240515,110.8059117870031,142.61183293385952,715.3701171875,920.7476806640625,0.2870927349943142
DIVI-USD,2021-12-20,0.022500731992509966,92.39528141169843,946.7549305400032,0.08489857614040375,0.14229199290275574,0.6760233135999334
DMCH-USD,2021-12-20,0.06605680586382663,-96.91462206137196,5043.500176078215,0.3185936212539673,1.811357021331787,4.6854779898052685
DMD-USD,2021-12-20,0.976115541100972,44.78182639829118,279.09853969064955,2.2623050212860107,32.02000045776367,13.153706134445944
DNA1-USD,2021-12-20,0.00011891589926057666,-280.9742511202077,40867.651825787674,0.0002602403692435473,0.034356001764535904,131.01641952937615
DNT-USD,2021-12-20,0.01165282148929687,-16.55456971115087,799.704038131685,0.12654635310173035,0.4032599925994873,2.1866583486235074
DOGE-USD,2021-12-20,0.07869181447559817,261.34414702963034,801.7266067518225,0.16321764886379242,0.684777021408081,3.1954839208567316
DOT1-BTC,2021-12-20,0.00012102722562528586,79.64984554113141,108.85427212057044,0.0005460000247694552,0.0009609999833628535,0.7600731497560449
DOT1-USD,2021-12-20,9.763259580297676,143.63969585361804,191.35499982426128,26.04307746887207,53.88173294067383,1.0689464601514875
DTEP-USD,2021-12-20,0.05196992197539285,95.67094663813572,124.7083718900666,0.14659088850021362,0.331479012966156,1.2612524990983527
EGLD-USD,2021-12-20,97.13040157823582,257.6568440403949,1099.140873233122,228.39601135253906,490.3490905761719,1.1469249295220703
ELA-USD,2021-12-20,1.0764879822016997,88.67036024620498,546.9139312598039,2.497267961502075,89.11260223388672,34.684036958647646
EMC2-USD,2021-12-20,0.22964463770134047,391.88073455478684,1640.7069545060206,0.03077504225075245,2.557270050048828,82.0955821022895
ENJ-USD,2021-12-20,0.7240113375012566,108.35085979751126,1146.5770616677419,2.1990299224853516,4.685819149017334,1.1308573844786087
EOS-USD,2021-12-20,0.9891693557165292,140.86734985127572,207.0036205143327,3.1160452365875244,21.542600631713867,5.913442840549331
ERG-USD,2021-12-20,2.3876723600444683,-7.88621723723103,1901.3859118692546,4.907614231109619,22.370399475097656,3.558304386129322
ETC-USD,2021-12-20,14.382884725714415,209.72699825298213,636.5942151618661,34.02415466308594,134.10179138183594,2.9413702620899476
ETH-BTC,2021-12-20,0.006191627605867587,101.06959759460582,157.91715370681683,0.08276770263910294,0.11305700242519379,0.3659555457055892
ETH-USD,2021-12-20,358.2558347473928,94.83195666710272,111.0518223708736,3819.263916015625,4812.08740234375,0.2599515268282033
ETN-USD,2021-12-20,0.00532720684987051,132.58083399415318,1473.210540435737,0.010016044601798058,0.19525299966335297,18.494022583356067
ETP-USD,2021-12-20,0.14810958598457555,69.48179433296116,3357.7093574855553,0.16080379486083984,5.977019786834717,36.16964386323874
EWT-USD,2021-12-20,1.5301033557792765,-41.01442841325191,1789.4751629996044,9.969642639160156,20.559049606323242,1.0621651497886728
FCT-USD,2021-12-20,0.8028526186910828,137.3376458549989,1780.5828099245507,1.2332885265350342,76.06999969482422,60.680618977738696
FET-USD,2021-12-20,0.1535449090421959,204.66115940201033,216.2792677377932,0.44013509154319763,0.9506930112838745,1.160002757222932
FIL-USD,2021-12-20,10.500795749310427,140.15202810291655,216.62713824337138,34.61545944213867,191.35655212402344,4.528066222662296
FIO-USD,2021-12-20,0.02967257675285554,-74.37174257186273,1743.8607970176413,0.13986177742481232,0.4715299904346466,2.371399957276636
